FragmentID,NarrID, SessionStartDate, SessionEndDate, ServerEntryDate,3.0 Example-Working,3.0 Example-Sleeping,3.0 Example-Preparing/consuming food,3.0 Example-X,3.0 Example-Y,3.0 Example-Notapplicable,3.6 You did not act/do something because you…-Feared for your safety,3.6 You did not act/do something because you…-Believed it was not your job/place,3.6 You did not act/do something because you…-Did not know how to help,3.6 You did not act/do something because you…-X,3.6 You did not act/do something because you…-Y,3.6 You did not act/do something because you…-Notapplicable,3.2 You did something because you-Could rely on support of public services,3.2 You did something because you-Felt responsible for dealing with it,3.2 You did something because you-Knew what to do/how to help,3.2 You did something because you-X,3.2 You did something because you-Y,3.2 You did something because you-Notapplicable,3.7 You decided to act/not act the way you did because-You did not have a choice,3.7 You decided to act/not act the way you did because-To you it was the right thing to do,3.7 You decided to act/not act the way you did because-It was an appropriate/acceptable thing to do,3.7 You decided to act/not act the way you did because-X,3.7 You decided to act/not act the way you did because-Y,3.7 You decided to act/not act the way you did because-Notapplicable,3.3 In this situation you…-Did not get personally involved,3.3 In this situation you…-Openly confronted the perpetrator,3.3 In this situation you…-X,3.3 In this situation you…-Notapplicable,3.4 In this situation you…-Acted gradually,3.4 In this situation you…-Acted immediately,3.4 In this situation you…-X,3.4 In this situation you…-Notapplicable,ConsentToParticipate,ConsentToShareStory,2.1 Are you related to/do you know either the victim or the perpetrator?,2.2 How is the victim related to the perpetrator?,2.3 What is the age category of the victim?,2.5 What is the gender of the perpetrator?,2.4 What is the gender of the victim?_Male,2.4 What is the gender of the victim?_Female,2.4 What is the gender of the victim?_Other,2.7 In addition to the victim and perpetrator who witnessed this situation?_Just you,2.7 In addition to the victim and perpetrator who witnessed this situation?_Family member(s) of the victim/perpetrator,2.7 In addition to the victim and perpetrator who witnessed this situation?_Friend(s) of the victim/perpetrator,2.7 In addition to the victim and perpetrator who witnessed this situation?_Acquaintance(s) of the victim/perpetrator,2.7 In addition to the victim and perpetrator who witnessed this situation?_People not known to the victim/perpetrator,2.7 In addition to the victim and perpetrator who witnessed this situation?_Underaged,2.7 In addition to the victim and perpetrator who witnessed this situation?_Neighbours,2.7 In addition to the victim and perpetrator who witnessed this situation?_You do not know,2.6 Where did this situation happen?,2.6 Other,2.8 Where did this situation happen?,3.1 Did you act/do something about this situation?,3.5 Have you contacted any services about this situation?,3.5 Other,4.1 The outcome of this situation for the victim was…,4.2 Situations like these…,5.1 If you were to witness a similar situation in the future you would…,6.5 Education,6.1 Gender,6.2 Age,6.6 Marital status,6.3 Ethnicity,6.3 Other,6.7 Monthly income,6.4 Attendance of religious services,6.8 Region of residence,6.11 Region originally from,6.11 Other,6.9 Residence,6.10 How long have you lived here for?,Experience,1.2 Title,ProjectID,ApplicationName,Latitude,Longitude,Accuracy,Altitude,Bearing,Speed,Time,Language
bc9a7677-79ad-4823-b413-2961bd6cc2ef,198,,9/2/2019,9/2/2019,34.547707,32.22222,33.230072,0.49341184,0.27904445,,,,,,,1,,,,,,,91.592476,0.22222134,8.185297,0.082964085,0.00192446,,,,,,,,,,Agree,Agree,No,Spouse/partner of the perpetrator,Grown-up,Male,,1,,,,,,1,,,,Public space,,Urban area,No,,,Negative,Happen rarely,Handle it differently,Incomplete higher education,Male,18-24,Single,Georgian,,1000-1500 GEL,Never,Tbilisi,Racha-Lechkhumi and Kvemo Svaneti,,Urban,More than 5 years,კი შევსწრებივარ ოჯახური ძალადობის ფაქტს რომელიც გრძელდევიდა იქამდე სანამ საზოგადოებამ რეაგირება მოახდინეს.,ოჯახური დაპირისპირების საზოგადოების წინაშე.,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1",,,,,,,,ge
50d69482-4ca9-4b23-8a40-bf4b334a2641,135,,8/30/2019,8/30/2019,70.15964,16.222221,13.618133,0.21729244,0.14048444,,53.532784,0.22222136,46.245,0.4635611,0.00192446,,,,,,,1,86.5278,2.8888855,10.583308,0.12027752,0.025017772,,99.79779,0.2022059,0.002022059,,,,,1,Agree,Agree,No,Spouse/partner of the perpetrator,Grown-up,Male,,1,,,,,,,,,1,Private house,,Urban area,No,"No, they would not be helpful",,You do not know,Happen often,Handle it differently,Incomplete higher education,Female,18-24,Single,Georgian,,2000-3000 GEL,Never,Tbilisi,Shida kartli,,Urban,More than 5 years,"მეზობლებს შორის დაპირისპირება გამიგია. მესმოდა, როგორ უყვიროდა ქმარი ცოლს და სიტყვიერ შეურაცხყოფას აყენებდა, შვილები კი ტიროდნენ. ცოლიც ყვიროდა, თუმცა აშკარა იყო, რომ თავდაცვას ცდილობდა. მსგავსი სცენარი მეორდებოდა რეგულარულად.",ძალადობა,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1",,,,,,,,ge
c1c8def2-cace-4db8-87ae-c39d98b85fdd,59,,8/29/2019,8/29/2019,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,1,,,,1,Agree,Agree,No,Spouse/partner of the perpetrator,Grown-up,Male,,1,,1,,,,,,,,Other,მანქანაში,Urban area,No,"No, you did not know who to contact",,"Neither positive, nor negative",Happen often,Handle it differently,Incomplete higher education,Male,35-44,Single,Georgian,,0-500 GEL,Regularly,Tbilisi,Adjara,,Urban,More than 5 years,გზაზე მოვდიოდი თბილისის ზღვაზე და ცოლ-ქმარი ცხუვოვდა,ალბათ პრობლემა ქონდათ,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77 [FBAN/FBIOS;FBDV/iPhone9,3;FBMD/iPhone;FBSN/iOS;FBSV/11.4.1;FBSS/2;FBID/phone;FBLC/en_US;FBOP/5;FBCR/GEOCELL]",,,,,,,,ge
cd5ac6a9-d684-47b2-95c9-fdce4e012517,60,,8/26/2019,8/26/2019,33.579216,32.666664,33.75412,0.5008745,0.28289333,,,,,,,,2.0949657,94.888885,3.0161474,0.5046059,0.82173777,,1.7301269,97.111115,1.1587597,0.49714318,0.8409822,,0.97426176,99.02574,0.9902574,,99.79779,0.2022059,0.002022059,,Agree,Agree,No,Spouse/partner of the perpetrator,Grown-up,Male,,1,,,,,,1,,,,Public space,,Urban area,Yes,"Yes, 112",,Negative,Happen often,Handle it the same way,Master or equivalent,Female,25-34,Single,Ossetian,,2000-3000 GEL,Not regularly,Tbilisi,Tbilisi,,Urban,More than 5 years,"ქალი იდგა ქუჩაში, თაბუკაშვილზე და ცდილობდა ტაქსის გაჩერებას. ხელში ჩანთა ეჭირა. გვერდით ედგა კაცი, რომელიც ცდილობდა ხელი შეეშალა მისთვის, თან ისე, რომ ზედმეტი ხმაური არ გამოეწვია და გამვლელების ყურადღება არ მიექცია. ქალი განერვიულებული იყო და ეუბნებოდა, გამანებე თავი, მივდივარო. დილის 9 საათი იქნებოდა, სამსახურში მივდიოდი. იქვე მაღაზია იყო, რამდენიმე კაცი იდგა შესასვლელთან და საერთოდ არ იმჩნევდა. რამდენიმე წუთი ვიდექი მოშორებით, ვერ გადამეწყვიტა ჩავრეულიყავი თუ არა. ბოლოს ქალმა თქვა: დამეხმარეთ ვინმე, ხალხი არ ხართო?! მივედი და პირადად მას ვკითხე, რით დაგეხმაროთ-მეთქი, ტაქსის გაჩერებაში დამეხმარეო. კარგი-მეთქი და გავუჩერე ტაქსი. ამ დროს კაცმა ატეხა ყვირილი, შენ ვინ გეკითხება ჩემი ოჯახის საქმეში რომ ერევი, საერთოდ რატომ მოხვედიო, მიყვიროდა. მე ვუთხარი, შენი ოჯახის საქმე რომ ყოფილიყო, ქუჩაში არ იდგებოდა ეს ქალი და დახმარებას არ ითხოვდა. კიდევ თუ მიყვირებ, პატრულს გამოვიძახებ მეთქი. ამ კაცმა გაჩერებული ტაქსის მძღოლს უთხრა წადიო და ისიც წავიდა, მიუხედავად ჩემი თხოვნისა, არ წასულიყო. მისი ცოლია და თავისი საქმის თვითონ იციანო. ისღა დამრჩენოდა პატრულში დამერეკა, დავრეკე და გამოვიძახე. ვუთხარი, რომ ოჯახური კონფლიქტის მოწმე აღმოვჩნდი ქუჩაში და ქალს უხეშად ექცეოდნენ, მისამართიც მივუთითე, ძალიან ვთხოვე დროზე მოსულიყვნენ და დამპირდნენ რამდენიმე წუთში გამოვუშვებთ ეკიპაჟსო. ქალთან მივედი და ვუთხარი, პატრული გამოვიძახე, აქ იყავი სანამ არ მოვა, არსად წახვიდე-თქო. კარგიო. კაცი ისევ ჩხუბობდა, მეც მომაძახა რაღაც უწმაწური. სამსახურში მაგვიანდებოდა და წავედი. დიდი იმედი მაქვს, პატრული დროულად მივიდა და ქალმა შეძლო მოძალადე ადამიანისგან იქ წასულიყო, სადაც უნდოდა.","ქალური სოლიდარობა (გარშემო მინიმუმ სამი კაცი იყო ქუჩაში + ტაქსის მძღოლი, არც ერთს არ უნდოდა ქალს დახმარებოდა)",undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36",,,,,,,,ge
10212ba5-afe4-4e99-839d-6b79548bd9ee,344,,9/4/2019,9/4/2019,16.489944,13.111098,70.398964,0.76954514,0.113542095,,21.768543,7.777778,70.45368,0.7434257,0.06735558,,,,,,,,,,,,,1,,,,,,,,,Agree,Agree,"Yes, acquaintance of both",Spouse/partner of the perpetrator,Grown-up,Male,,1,,,,,,,,,1,Other,Coli saqartveloshi ar aris da ar vici,Urban area,No,,,You do not know,Happen all the time,You do not know,Incomplete higher education,Female,45-54,Married/living together,Georgian,,0-500 GEL,Not regularly,Guria,Guria,,Urban,More than 5 years,"Qalebis umetesoba sazhvargaret midis da kacebs da shvilebs archenen, kacebi colos gamogzavnili pulit kargad ertobian da qeipoben",Usaqmurobda da unamusobaa agi,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (Linux; Android 9; SM-A750FN Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/76.0.3809.132 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/230.0.0.12.117;]",,,,,,,,ge
d683852b-0259-4abb-8e40-f9ddbe63d75e,61,,8/29/2019,8/29/2019,80.804756,9.1111145,10.084135,0.14639692,0.07890223,,91.7434,0.6666641,7.589943,0.079232745,0.005773328,,,,,,,1,,,,,,1,,,,1,,,,,Agree,Agree,No,Spouse/partner of the perpetrator,Grown-up,Male,,1,,,1,,,,,,,Public space,,Rural area,Yes,"No, you did not know who to contact",,You do not know,Happen rarely,Handle it differently,Pre-primary education,Female,Under 18,Single,Georgian,,0-500 GEL,Regularly,Tbilisi,Adjara,,Urban,Less than 1 year,danit dajra kacma qali,ddaladobas qalis mimart,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77 [FBAN/FBIOS;FBDV/iPhone9,3;FBMD/iPhone;FBSN/iOS;FBSV/11.4.1;FBSS/2;FBID/phone;FBLC/en_US;FBOP/5;FBCR/GEOCELL]",,,,,,,,ge
cb73a7c2-2d6e-4719-9888-c4bfd39e8ac7,136,,8/30/2019,8/30/2019,1.2190735,40.666653,58.114277,0.78447604,0.3521732,,,,,,,1,1.2754395,95.77779,2.9467773,0.5083567,0.8294356,,,,,,,1,,,,1,82.73897,17.26103,0.1726103,,Agree,Disagree,"Yes, related to the perpetrator",Spouse/partner of the perpetrator,Grown-up,Male,,1,,1,,,,,,,,Other,ღამის კლუბი,Urban area,Yes,"No, they would not be helpful",,Positive,Never happen,You do not know,Bachelor or equivalent,Female,25-34,Divorced/separated,Georgian,,1000-1500 GEL,Never,Tbilisi,Tbilisi,,Urban,More than 5 years,სექსუალური ძალადობის მსხვერპლი ვარ.ადრე ვიყავი ახალდაქორწინებული და ჩემი მეუღლე მანიპულირებდა ჩემი გრძნობებით მისადმი. ხვდებოდა რომ ჩემს ნდობას ნებისმიერ საკითხში მოიპოვებდა და ერთხელ ღამის კლუბში ვიყავით გასართობად როდესაც მან ე.წ. კლუბური ანაბარი შემომთავაზა. ამ აბების მიღებაზე დავთანხმდი მას რის შემდეგაც მე აღმოვჩნდი ფსიქოტროპული თრობის ქვეშ. სიტუაციას გაანალიზების და ვხვდებოდი რაც ხდებოდა მაგრამ რეალურად ფიზიკურად მოქმედება არ შემეძლო და დაახლოებით 1 კვირის მანძილზე ვიყავი ზემოთ აღნიშნული თრობის ქვეშ. გამოფხიზლების შემდეგ კი ყველანაირი საბუთი შევაგროვე და მე და ჩემი ყოფილი მეუღლე გავნქორწინდით.ამ ყველაფრის მიზეზი კი ის იყო რომ ჩემს ყოფილ მეუღლეს ერთდროულად უნდოდა რომ ჰქონოდა ორ ქალთან ერთად რომანი და შესაბამისად მე რომ არაფერი არ შემეძლო ის ასე იქცეოდა.,ოჯახური ძალადობა,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (Linux; Android 8.1.0; Lenovo TB-X605L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.111 Safari/537.36",,,,,,,,ge
3a56cd6f-f23f-4e41-877e-7e87aaf82637,137,,8/30/2019,8/30/2019,43.121506,30.000002,26.878496,0.41878498,0.25980002,,88.02865,5.111107,6.8602586,0.09415811,0.044262215,,,,,,,1,83.789825,9.1111145,7.099059,0.11654618,0.07890223,,96.26838,3.7316177,0.037316177,,,,,1,Agree,Agree,"Yes, acquaintance of both",Child/children of the perpetrator,Child,Male,1,,,,,,,,,1,,Private house,,Urban area,No,"No, you did not know who to contact",,You do not know,Happen rarely,Handle it differently,Secondary education,Female,Under 18,Single,Georgian,,1000-1500 GEL,Not regularly,Tbilisi,Tbilisi,,Urban,More than 5 years,"ცოლ-ქმარი ნარკოტიკებს მოიხმარდნენ და ძალადობდნენ ბავშვზე. 17 წლის რომ გახდა, დედაც და მამაც მოკლდა. ახლა ცოხეშია",სამწუხარო,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77 [FBAN/FBIOS;FBDV/iPhone9,3;FBMD/iPhone;FBSN/iOS;FBSV/11.4.1;FBSS/2;FBID/phone;FBLC/en_US;FBOP/5;FBCR/GEOCELL]",,,,,,,,ge
dd3a4683-e290-4de5-8cf0-0a1234b2e77d,138,,9/1/2019,9/1/2019,32.901546,31.780424,35.318027,0.51208246,0.27521852,,,,,,,,17.03885,20.222221,62.738926,0.72850037,0.17512445,,66.56124,12.222221,21.21654,0.27327648,0.10584441,,14.5028,85.4972,0.854972,,13.326329,86.67367,0.8667367,,Agree,Agree,No,Spouse/partner of the perpetrator,Grown-up,Male,1,1,,1,,,,,,,,Private house,,Urban area,Yes,"No, they would not be helpful",,Negative,Happen rarely,Handle it the same way,Primary education,Female,55 and older,Widowed,Georgian,,500-1000 GEL,Never,Guria,Guria,,Urban,More than 5 years,"Qmars daurtyams qalistvis, sheidzleba mizezi qali iyo cudad elaparaka, magram dartyma ar iyo sachiro","Dzaladoba, cema yvelaperi cudi",undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (Linux; Android 9; SM-A750FN Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/76.0.3809.132 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/230.0.0.12.117;]",,,,,,,,ge
d7e6eb8a-64d7-4a1b-bc44-116eb2ebeb7b,379,,9/5/2019,9/5/2019,31.346762,34.888874,33.76436,0.512088,0.30213767,,,,,,,,34.093018,30.888895,35.018085,0.5046253,0.2674978,,14.419721,78.44444,7.135835,0.46358055,0.6793289,,16.856617,83.14339,0.83143383,,3.915441,96.08456,0.9608456,,Agree,Disagree,"Yes, acquaintance of both",Other family member,Elderly,Male,,1,,,1,,1,,,,,Private house,,Urban area,Yes,"Yes, 112",,Negative,Happen rarely,Handle it the same way,Bachelor or equivalent,Male,25-34,Single,Georgian,,1500_2000 GEL,Regularly,Tbilisi,Imereti,,Urban,3-5 years,ქუთაისში ჩემმა მეზობელმა თავისი ბებია ცემა. წამალზე ზის ბიჭი დიდი ხანია და აგრესიული იყო ყოველთვის. სმაც დაიყო. ბებიამისთან ერთად ცხოვრობს მარტო. ერთხელ მთვრალი დაბრუნდა სახლში და ბებიამისი ისე ცემა მთელ სამეზობლოს ესმოდა იმ ქალის კივილის ხმა. მე პოლიციას გამოვიძახეთ.,ბებიაზე ძალადობას,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (Linux; Android 8.1.0; Lenovo TB-X605L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",,,,,,,,ge
53eeee19-b951-4a47-9569-224c91a65ef3,317,,9/4/2019,9/4/2019,34.839302,30.88887,34.27183,0.49716264,0.26749763,,,,,,,1,1.6336498,51.77778,46.588573,0.7247746,0.44839558,,0.37348798,92.415596,7.2109165,0.5382074,0.8063422,,68.03309,31.966913,0.31966913,,94.50368,5.4963236,0.054963235,,Agree,Agree,"Yes, related to the perpetrator",Spouse/partner of the perpetrator,Grown-up,Male,,1,,1,1,1,1,,,,,Private house,,Urban area,Yes,"No, you did not know who to contact",,Positive,Happen often,Handle it differently,Master or equivalent,Female,25-34,Divorced/separated,Georgian,,1000-1500 GEL,Never,Tbilisi,Tbilisi,,Urban,More than 5 years,მე და ჩემს აქ უკვე ყოფილ მეუღლეს ჩვენი ქორწინების ბოლო პერიოდში დაძაბული ურთიერთობა გვქონდა. ეს ურთიერთობა გამოიწვია იმან რომ მეუღლე ჩემთან ერთად დროს არ ატარებდა და ცდილობდა რომ სულ მის ძმაკაცებთან გაეტარებინა დრო. ამ ძმაკაცებთან დავინტერესდი ერთხელაც და მის კვალს დავადექი და საბოლოოდ ის ერთ-ერთ მეძავთან მღალატობდა . სახლში მოსვლისას ყველა ფაქტი წინ დავუდე მას ის კი უარყოფდა ამ ყველაფერს და მემუქრებოდა რომ ცილისწამების გამო ფიზიკურად გამოსწორდება.ამასთან დაკავშირებით მივმართე ჩემს ძმას . ამან კიდევ უფრო განარისხა ჩემი ყოფილი მეუღლე და ჩემს ძმასა და ჩემს ყოფილ მეუღლეს შორის მოხდა ფიზიკური დაპირისპირება. დაპირისპირებას ხმაური მოჰყვა რის  გამოც მეზობელმა გამოიძახა საპატრულო პოლიცია. პოლიციამ სიტუაცია განმუხტა.,ოჯახური ძალადობა,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (Linux; Android 8.1.0; Lenovo TB-X605L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.111 Safari/537.36",,,,,,,,ge
2da54dd8-920c-4861-9afc-0c40fc0502a0,380,,9/5/2019,9/5/2019,33.053234,32.22222,34.72454,0.5083566,0.27904445,,33.355053,33.111115,33.533833,0.5008939,0.28674224,,,,,,,,78.35008,11.777771,9.872146,0.15761031,0.10199549,,,,,,,,,,Agree,Disagree,"Yes, acquaintance of both",Child/children of the perpetrator,Child,Female,1,1,,,1,,1,,,,,Private house,,Urban area,No,,,You do not know,Happen often,You do not know,Bachelor or equivalent,Female,18-24,Single,Georgian,,2000-3000 GEL,Never,Tbilisi,Adjara,,Urban,More than 5 years,ბავშვობაში მახსოვს ჩემი კარის მეზობელი თავის შვილებზე ძალადობა მენტალურად. ერთი ჰოლი გვქონდა და ცოტა ხმამაღალი ლაპარაკიც კარგად ისმოდა. ეს ქალი კიდევ ისე ისტერიულად ღრიალებდა მე მაქვს ტრამვას დარჩენილი და ბავშვებს საერთოდ რა მოუვიდოდათ. ერთხელ მახსოვს ასოების გამოწერა დაავალა ამ ქალმა შვილებს და რაღაც არ მოეწონა ადფა და მთელი რვეული დახია.,დედა ფსიქოლოგიურად გაუწონასწორებელი იყო და ბავშვებს სულ შიშში აცხოვრებდა.,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (Linux; Android 8.1.0; Lenovo TB-X605L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",,,,,,,,ge
b97b9159-4699-43c4-adde-83957270165a,62,,8/29/2019,8/29/2019,65.761635,17.55555,16.682814,0.2546059,0.15203108,,19.358643,21.555557,59.0858,0.69863576,0.18667111,,62.713547,20.666664,16.619793,0.26953125,0.17897332,,8.957324,14,77.04268,0.84042674,0.12123999,,98.62132,1.3786765,0.013786765,,53.3272,46.672794,0.46672794,,Agree,Agree,No,Spouse/partner of the perpetrator,Grown-up,Male,,1,,,,,,,,,1,Private house,,Urban area,No,"No, you did not know who to contact",,You do not know,Happen often,You do not know,Master or equivalent,Female,25-34,Single,Georgian,,500-1000 GEL,Not regularly,Tbilisi,Kakheti,,Urban,More than 5 years,ტელევიზიით შევიყვე ცოლის დაჭრის ფაქტი,სისასტიკეს,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77 [FBAN/FBIOS;FBDV/iPhone9,3;FBMD/iPhone;FBSN/iOS;FBSV/11.4.1;FBSS/2;FBID/phone;FBLC/en_US;FBOP/5;FBCR/GEOCELL]",,,,,,,,ge
2e2ce295-9752-4013-8bf4-fe01414eea28,199,,9/2/2019,9/2/2019,30.094967,38.88889,31.016148,0.5046059,0.33677778,,,,,,,1,,,,,,,92.64886,3.3333356,4.0178003,0.05684468,0.028866692,,78.03309,21.966911,0.21966912,,,,,1,Agree,Agree,No,Spouse/partner of the perpetrator,Grown-up,Male,,1,,,,,,,,1,,Public space,,Urban area,No,"No, they would not be helpful",,"Neither positive, nor negative",Happen all the time,You do not know,Bachelor or equivalent,Male,25-34,Single,Georgian,,1000-1500 GEL,Not regularly,Tbilisi,Shida kartli,,Urban,Less than 1 year,"ქალი და კაცი ჩხუბობდა.. ერთმანეთის ვინ იყვნენ ზუსტად არვიცი, შორს ვიყავი",ჩხუბს დავარქმევდი,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77 [FBAN/FBIOS;FBDV/iPhone9,3;FBMD/iPhone;FBSN/iOS;FBSV/11.4.1;FBSS/2;FBID/phone;FBLC/en_US;FBOP/5;FBCR/GEOCELL]",,,,,,,,ge
118d8967-0086-49ca-95ee-e52db6288279,139,,9/1/2019,9/1/2019,27.717125,22,50.28288,0.61282873,0.19052002,,,,,,,,25.042168,25.111107,49.84673,0.6240228,0.2174622,,17.04715,22.444443,60.508408,0.7173063,0.1943689,,20.973385,79.02662,0.79026616,,18.620443,81.379555,0.81379557,,Agree,Disagree,"Yes, friends with the victim",Spouse/partner of the perpetrator,Grown-up,Male,,1,,1,,,,,,,,Private house,,Urban area,Yes,Other,Me tviton gaveci pasuxi aseti uzrdeluri moqcevistvis,"Neither positive, nor negative",Happen often,Handle it the same way,Secondary education,Female,35-44,Married/living together,Georgian,,0-500 GEL,Never,Guria,Adjara,,Urban,More than 5 years,"Sheirawyopas ayeneben dziritadad qalebs kacebi da qalebs abraleben mere imsaxurebeno, zedmet uplebebs adzleven tavso qalebio da agineben dedas, jishs, uzrdelur sityvebs eubnebian. Ro sheveswari ase mitxra kacma nu tlikinebda sheni daqali da ar vaginebdio","Sheurawyopa, damcireba",undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (Linux; Android 9; SM-A750FN Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/76.0.3809.132 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/230.0.0.12.117;]",,,,,,,,ge
9a7a9d98-f199-472e-9ba0-0a5b0a4931da,140,,8/30/2019,8/30/2019,,,,,,1,,,,,,1,,,,,,1,79.01039,8.222221,12.767388,0.16878498,0.071204446,,95.680145,4.319853,0.04319853,,,,,1,Agree,Agree,"Yes, acquaintance of both",Child/children of the perpetrator,Child,Female,1,,,1,,,,,,,,Public space,,Rural area,No,"No, you did not know who to contact",,"Neither positive, nor negative",Happen rarely,Handle it differently,Vocational education,Male,18-24,Married/living together,Georgian,,1500_2000 GEL,Regularly,Tbilisi,Imereti,,Urban,1-3 years,დედა-შვილს შორის დაპირისპირება. ძალიტ სწავლასთან დაკავშირებით. ბავსვს სხვა განხრა აქვს და დედას სხვა რაღაც უნდა. ხელობა კი არა წითელ დიპლომზე დაამთავრეო. სცემა ბავშვი,უსიამოვნება,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77 [FBAN/FBIOS;FBDV/iPhone9,3;FBMD/iPhone;FBSN/iOS;FBSV/11.4.1;FBSS/2;FBID/phone;FBLC/en_US;FBOP/5;FBCR/GEOCELL]",,,,,,,,ge
c8b851d9-081d-4356-8317-43ab0e3b8993,248,,9/3/2019,9/3/2019,0.45829463,49.541706,50,0.7546253,0.433,,95.69502,0.22222136,4.082765,0.041938752,0.00192446,,,,,,,1,,,,,,1,,,,1,,,,1,Agree,Agree,"Yes, related to the perpetrator",Spouse/partner of the perpetrator,Grown-up,Male,,1,,1,1,1,1,,,,,Other,ეკლესიაში,Urban area,No,"No, you did not know who to contact",,You do not know,Happen rarely,You do not know,Incomplete higher education,Female,35-44,Married/living together,Georgian,,500-1000 GEL,Regularly,Tbilisi,Tbilisi,,Urban,More than 5 years,"ეკლესიაში ვიყავით მე და ჩემი მეუღლე როდესაც მამაომ თქვა რომ ეკლესიისთვის გარედან 3 წრე უნდა შემოგვერტყა. ჩემი ფიზიკური მდგომარეობიდან გამომდინარე მე არ შემიძლია მოძრაობა და ვთხოვე ჩემს მეუღლეს რომ დავრჩენილიყავი ტაძარში სხვა მანდილოსნებთან ერთად, რა დროსაც მისგან დამამცირებელი სიტყვა იდიოტი და უუნარო მივიღე.",სიტყვიერი შეურაცხყოფა,undp_ipv_ge,"SenseMaker New WebCollector; Mozilla/5.0 (Linux; Android 8.1.0; Lenovo TB-X605L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.111 Safari/537.36",,,,,,,,ge
